kl: 1 , 2(1) ,59(1)
kl: 27 , 3(22) ,54(23)
kl: 27 , 3(27) ,54(23)
kl: 27 , 3(23) ,54(23)
kl: 27 , 3(25) ,54(23)
kl: 27 , 3(26) ,54(23)
kl: 27 , 3(25) ,54(23)
kl: 27 , 3(25) ,54(23)
kl: 27 , 3(26) ,54(23)
kl: 27 , 3(27) ,54(23)
kl: 27 , 3(25) ,54(23)
kl: 28 , 2(25) ,28(18)
kl: 28 , 2(25) ,28(18)
kl: 28 , 2(25) ,28(18)
kl: 28 , 2(27) ,28(18)
kl: 28 , 2(25) ,28(18)
kl: 28 , 2(25) ,28(18)
kl: 28 , 2(27) ,28(18)
kl: 28 , 2(28) ,28(18)
kl: 28 , 2(27) ,28(18)
kl: 28 , 2(27) ,28(18)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 30 , 2(29) ,30(24)
kl: 30 , 2(28) ,30(24)
kl: 30 , 3(27) ,30(24)
kl: 30 , 2(30) ,30(24)
kl: 30 , 2(28) ,30(24)
kl: 30 , 3(28) ,30(24)
kl: 30 , 5(27) ,30(24)
kl: 30 , 2(27) ,30(24)
kl: 30 , 2(27) ,30(24)
kl: 30 , 2(28) ,30(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 32 , 2(31) ,52(31)
kl: 32 , 2(31) ,52(29)
kl: 32 , 2(30) ,52(27)
kl: 32 , 2(30) ,52(29)
kl: 32 , 2(27) ,52(29)
kl: 32 , 2(28) ,52(31)
kl: 32 , 2(30) ,52(30)
kl: 32 , 2(30) ,52(32)
kl: 32 , 2(29) ,52(30)
kl: 32 , 2(30) ,52(31)
kl: 33 , 3(32) ,33(27)
kl: 33 , 3(31) ,33(27)
kl: 33 , 3(31) ,33(27)
kl: 33 , 3(31) ,33(27)
kl: 33 , 3(28) ,33(27)
kl: 33 , 3(31) ,33(27)
kl: 33 , 3(30) ,33(27)
kl: 33 , 3(32) ,33(27)
kl: 33 , 3(30) ,33(27)
kl: 33 , 3(32) ,33(27)
kl: 34 , 2(30) ,34(27)
kl: 34 , 2(32) ,34(27)
kl: 34 , 2(32) ,34(27)
kl: 34 , 2(34) ,34(27)
kl: 34 , 2(32) ,34(27)
kl: 34 , 2(33) ,34(27)
kl: 34 , 2(33) ,34(27)
kl: 34 , 2(33) ,34(27)
kl: 34 , 2(33) ,34(27)
kl: 34 , 2(33) ,34(27)
kl: 35 , 2(31) ,35(30)
kl: 35 , 5(31) ,35(30)
kl: 35 , 3(33) ,35(30)
kl: 35 , 5(33) ,35(30)
kl: 35 , 5(33) ,35(30)
kl: 35 , 3(32) ,35(30)
kl: 35 , 2(35) ,35(30)
kl: 35 , 5(34) ,35(30)
kl: 35 , 5(31) ,35(30)
kl: 35 , 5(33) ,35(30)
kl: 36 , 3(32) ,36(28)
kl: 36 , 2(35) ,36(28)
kl: 36 , 2(35) ,36(28)
kl: 36 , 2(33) ,36(28)
kl: 36 , 2(32) ,36(28)
kl: 36 , 2(34) ,36(28)
kl: 36 , 2(32) ,36(28)
kl: 36 , 2(35) ,36(28)
kl: 36 , 3(36) ,36(28)
kl: 36 , 2(35) ,36(28)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 38 , 2(38) ,38(29)
kl: 38 , 2(34) ,38(29)
kl: 38 , 2(33) ,38(29)
kl: 38 , 2(35) ,38(29)
kl: 38 , 2(36) ,38(29)
kl: 38 , 2(37) ,38(29)
kl: 38 , 2(34) ,38(29)
kl: 38 , 2(33) ,38(29)
kl: 38 , 13(38) ,38(29)
kl: 38 , 2(34) ,38(29)
kl: 39 , 3(34) ,39(30)
kl: 39 , 3(38) ,39(30)
kl: 39 , 3(35) ,39(30)
kl: 39 , 3(37) ,39(30)
kl: 39 , 3(39) ,39(30)
kl: 39 , 3(37) ,39(30)
kl: 39 , 3(37) ,39(30)
kl: 39 , 3(38) ,39(30)
kl: 39 , 3(38) ,39(30)
kl: 39 , 3(38) ,39(30)
kl: 40 , 2(40) ,40(36)
kl: 40 , 2(38) ,40(36)
kl: 40 , 2(38) ,40(36)
kl: 40 , 2(37) ,40(36)
kl: 40 , 2(39) ,40(36)
kl: 40 , 2(38) ,40(36)
kl: 40 , 2(38) ,40(36)
kl: 40 , 2(36) ,40(36)
kl: 40 , 2(40) ,40(36)
kl: 40 , 2(39) ,40(36)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 42 , 2(41) ,42(34)
kl: 42 , 2(39) ,42(34)
kl: 42 , 3(40) ,42(34)
kl: 42 , 2(40) ,42(34)
kl: 42 , 2(41) ,42(34)
kl: 42 , 2(40) ,42(34)
kl: 42 , 2(41) ,42(34)
kl: 42 , 2(36) ,42(34)
kl: 42 , 2(41) ,42(34)
kl: 42 , 2(39) ,42(34)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 44 , 2(43) ,44(32)
kl: 44 , 2(44) ,44(32)
kl: 44 , 2(43) ,44(32)
kl: 44 , 3(38) ,51(43)
kl: 44 , 2(42) ,58(41)
kl: 44 , 2(41) ,44(32)
kl: 44 , 2(42) ,51(42)
kl: 44 , 2(40) ,44(32)
kl: 44 , 11(43) ,44(32)
kl: 44 , 2(42) ,44(32)
kl: 45 , 3(42) ,45(34)
kl: 45 , 3(40) ,45(34)
kl: 45 , 3(43) ,45(34)
kl: 45 , 5(42) ,45(34)
kl: 45 , 3(45) ,45(34)
kl: 45 , 3(44) ,45(34)
kl: 45 , 3(42) ,45(34)
kl: 45 , 3(42) ,45(34)
kl: 45 , 3(44) ,45(34)
kl: 45 , 3(42) ,45(34)
kl: 46 , 2(41) ,46(34)
kl: 46 , 2(46) ,46(34)
kl: 46 , 2(41) ,46(34)
kl: 46 , 2(42) ,46(34)
kl: 46 , 2(43) ,46(34)
kl: 46 , 2(42) ,46(34)
kl: 46 , 2(46) ,46(34)
kl: 46 , 2(40) ,46(34)
kl: 46 , 2(42) ,46(34)
kl: 46 , 2(45) ,46(34)
kl: 47 , 47(41) ,47(41)
kl: 47 , 47(41) ,47(41)
kl: 47 , 47(41) ,47(41)
kl: 47 , 47(41) ,47(41)
kl: 47 , 47(41) ,47(41)
kl: 47 , 47(41) ,47(41)
kl: 47 , 47(41) ,47(41)
kl: 47 , 2(47) ,47(41)
kl: 47 , 47(41) ,47(41)
kl: 47 , 47(41) ,47(41)
kl: 48 , 2(45) ,24(41)
kl: 48 , 2(46) ,24(43)
kl: 48 , 2(45) ,24(42)
kl: 48 , 2(47) ,24(44)
kl: 48 , 2(47) ,24(44)
kl: 48 , 2(47) ,24(45)
kl: 48 , 2(45) ,24(41)
kl: 48 , 2(44) ,24(46)
kl: 48 , 2(46) ,24(46)
kl: 48 , 3(46) ,24(39)
kl: 49 , 3(46) ,49(43)
kl: 49 , 3(43) ,49(43)
kl: 49 , 3(46) ,49(43)
kl: 49 , 3(43) ,49(43)
kl: 49 , 3(49) ,49(43)
kl: 49 , 3(45) ,49(43)
kl: 49 , 3(47) ,49(43)
kl: 49 , 3(47) ,49(43)
kl: 49 , 3(48) ,49(43)
kl: 49 , 3(47) ,49(43)
kl: 50 , 5(46) ,50(44)
kl: 50 , 2(46) ,50(44)
kl: 50 , 2(48) ,50(44)
kl: 50 , 2(48) ,50(44)
kl: 50 , 2(50) ,50(44)
kl: 50 , 2(48) ,50(44)
kl: 50 , 2(49) ,50(44)
kl: 50 , 2(48) ,50(44)
kl: 50 , 2(50) ,50(44)
kl: 50 , 2(44) ,50(44)
kl: 51 , 3(46) ,51(40)
kl: 51 , 3(49) ,51(40)
kl: 51 , 3(50) ,51(40)
kl: 51 , 3(50) ,51(40)
kl: 51 , 3(47) ,51(40)
kl: 51 , 3(50) ,51(40)
kl: 51 , 3(47) ,51(40)
kl: 51 , 3(48) ,51(40)
kl: 51 , 3(48) ,51(40)
kl: 51 , 3(47) ,51(40)
kl: 52 , 2(50) ,52(41)
kl: 52 , 2(48) ,52(41)
kl: 52 , 2(47) ,52(41)
kl: 52 , 2(50) ,52(41)
kl: 52 , 2(48) ,52(41)
kl: 52 , 2(48) ,52(41)
kl: 52 , 2(51) ,52(41)
kl: 52 , 2(51) ,52(41)
kl: 52 , 2(44) ,52(41)
kl: 52 , 2(52) ,52(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 2(51) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 54 , 2(48) ,54(47)
kl: 54 , 2(50) ,54(47)
kl: 54 , 2(50) ,54(47)
kl: 54 , 2(52) ,54(47)
kl: 54 , 2(49) ,54(47)
kl: 54 , 2(51) ,54(47)
kl: 54 , 3(52) ,54(47)
kl: 54 , 2(53) ,54(47)
kl: 54 , 2(51) ,54(47)
kl: 54 , 2(52) ,54(47)
kl: 55 , 5(51) ,55(42)
kl: 55 , 5(51) ,55(42)
kl: 55 , 5(55) ,55(42)
kl: 55 , 5(52) ,55(42)
kl: 55 , 5(52) ,16(54)
kl: 55 , 5(50) ,55(42)
kl: 55 , 5(52) ,55(42)
kl: 55 , 2(53) ,55(42)
kl: 55 , 2(50) ,42(52)
kl: 55 , 5(52) ,55(42)
kl: 56 , 2(54) ,56(47)
kl: 56 , 2(55) ,56(47)
kl: 56 , 2(53) ,52(49)
kl: 56 , 2(51) ,56(47)
kl: 56 , 2(55) ,47(53)
kl: 56 , 2(51) ,59(52)
kl: 56 , 2(53) ,56(47)
kl: 56 , 2(53) ,56(47)
kl: 56 , 2(52) ,56(47)
kl: 56 , 2(53) ,56(47)
kl: 57 , 3(54) ,57(48)
kl: 57 , 3(55) ,57(48)
kl: 57 , 3(57) ,57(48)
kl: 57 , 2(55) ,57(48)
kl: 57 , 3(52) ,57(48)
kl: 57 , 3(51) ,57(48)
kl: 57 , 3(52) ,57(48)
kl: 57 , 3(53) ,57(48)
kl: 57 , 3(54) ,57(48)
kl: 57 , 3(53) ,57(48)
kl: 58 , 2(53) ,58(50)
kl: 58 , 2(53) ,58(50)
kl: 58 , 2(55) ,58(50)
kl: 58 , 2(54) ,58(50)
kl: 58 , 2(55) ,58(50)
kl: 58 , 2(57) ,58(50)
kl: 58 , 2(54) ,58(50)
kl: 58 , 2(54) ,58(50)
kl: 58 , 2(57) ,58(50)
kl: 58 , 2(55) ,58(50)
kl: 59 , 3(55) ,59(56)
kl: 59 , 3(55) ,59(56)
kl: 59 , 3(55) ,59(56)
kl: 59 , 3(53) ,59(56)
kl: 59 , 3(56) ,59(56)
kl: 59 , 3(55) ,59(56)
kl: 59 , 3(59) ,59(56)
kl: 59 , 3(58) ,59(56)
kl: 59 , 3(55) ,59(56)
kl: 59 , 3(54) ,59(56)
kl: 60 , 2(58) ,18(59)
kl: 60 , 2(54) ,18(51)
kl: 60 , 2(56) ,18(59)
kl: 60 , 2(57) ,10(57)
kl: 60 , 2(60) ,18(59)
kl: 60 , 2(57) ,18(58)
kl: 60 , 2(58) ,18(57)
kl: 60 , 2(57) ,18(60)
kl: 60 , 2(58) ,18(57)
kl: 60 , 2(54) ,18(58)

average letter accuracy: 9.196%
average length accuracy: 73.66%
['100.0%', '100.0%', '66.66%', '82.5%', '80.0%', '86.66%', '57.14%', '92.5%', '86.66%', '85.0%', '63.63%', '89.16%', '76.92%', '92.14%', '88.66%', '91.25%', '82.35%', '90.55%', '73.68%', '91.0%', '89.52%', '95.0%', '86.95%', '92.91%', '93.2%', '94.23%', '92.96%', '93.21%', '82.75%', '93.0%', '77.41%', '92.5%', '93.33%', '95.58%', '93.14%', '94.16%', '70.27%', '92.63%', '95.12%', '95.75%', '78.04%', '94.76%', '86.04%', '95.0%', '94.66%', '93.04%', '88.51%', '95.41%', '94.08%', '95.39%', '94.50%', '94.03%', '79.24%', '94.07%', '94.18%', '94.64%', '94.03%', '94.31%', '94.06%', '94.83%']

average letter accuracy: 17.44%
average length accuracy: 43.00%
['100.0%', '85.0%', '33.33%', '100.0%', '80.0%', '50.0%', '94.28%', '100.0%', '66.66%', '80.0%', '72.72%', '75.0%', '61.53%', '92.14%', '80.0%', '91.87%', '95.29%', '72.22%', '73.68%', '70.0%', '94.28%', '94.54%', '86.95%', '79.16%', '80.0%', '76.92%', '85.18%', '64.28%', '82.75%', '80.0%', '77.41%', '93.43%', '81.81%', '79.41%', '85.71%', '77.77%', '70.27%', '76.31%', '76.92%', '90.0%', '78.04%', '80.95%', '86.04%', '79.54%', '75.55%', '73.91%', '87.23%', '89.79%', '87.75%', '88.0%', '78.43%', '78.84%', '77.35%', '87.03%', '80.36%', '86.25%', '84.21%', '86.20%', '94.91%', '95.83%']

[KASISKI EXAMINATION]
Do not go gentle into that good night
[Finished in 641ms]
