kl: 1 , 27(0) ,59(0)
kl: 10 , 5(7) ,30(0)
kl: 10 , 5(9) ,30(0)
kl: 10 , 5(7) ,30(0)
kl: 10 , 10(0) ,30(0)
kl: 11 , 11(0) ,33(0)
kl: 11 , 11(0) ,33(0)
kl: 11 , 11(0) ,33(0)
kl: 11 , 11(0) ,33(0)
kl: 11 , 11(0) ,33(0)
kl: 11 , 11(0) ,33(0)
kl: 11 , 11(0) ,33(0)
kl: 11 , 11(0) ,33(0)
kl: 11 , 11(0) ,33(0)
kl: 11 , 11(0) ,33(0)
kl: 12 , 6(6) ,24(0)
kl: 12 , 6(8) ,24(0)
kl: 12 , 6(10) ,24(0)
kl: 12 , 6(7) ,24(0)
kl: 12 , 6(9) ,24(0)
kl: 12 , 6(7) ,24(0)
kl: 12 , 6(9) ,24(0)
kl: 12 , 6(9) ,24(0)
kl: 12 , 6(11) ,24(0)
kl: 12 , 6(8) ,24(0)
kl: 13 , 13(0) ,13(0)
kl: 13 , 13(0) ,13(0)
kl: 13 , 13(0) ,13(0)
kl: 13 , 13(0) ,13(0)
kl: 13 , 13(0) ,13(0)
kl: 13 , 13(0) ,13(0)
kl: 13 , 13(0) ,13(0)
kl: 13 , 13(0) ,13(0)
kl: 13 , 13(0) ,13(0)
kl: 13 , 13(0) ,13(0)
kl: 14 , 7(11) ,56(0)
kl: 14 , 7(7) ,56(0)
kl: 14 , 7(12) ,56(0)
kl: 14 , 7(14) ,56(0)
kl: 14 , 7(8) ,56(0)
kl: 14 , 7(11) ,56(0)
kl: 14 , 7(10) ,56(0)
kl: 14 , 7(8) ,56(0)
kl: 14 , 7(13) ,56(0)
kl: 14 , 7(10) ,56(0)
kl: 15 , 5(12) ,45(0)
kl: 15 , 5(12) ,45(0)
kl: 15 , 15(0) ,45(0)
kl: 15 , 15(0) ,45(0)
kl: 15 , 15(0) ,45(0)
kl: 15 , 15(0) ,45(0)
kl: 15 , 15(0) ,45(0)
kl: 15 , 15(0) ,45(0)
kl: 15 , 15(0) ,45(0)
kl: 15 , 15(0) ,45(0)
kl: 16 , 8(11) ,32(0)
kl: 16 , 8(14) ,32(0)
kl: 16 , 4(11) ,32(0)
kl: 16 , 8(11) ,32(0)
kl: 16 , 8(11) ,32(0)
kl: 16 , 8(12) ,32(0)
kl: 16 , 8(9) ,32(0)
kl: 16 , 8(10) ,32(0)
kl: 16 , 8(10) ,32(0)
kl: 16 , 8(10) ,32(0)
kl: 17 , 17(0) ,34(0)
kl: 17 , 17(0) ,34(0)
kl: 17 , 17(0) ,34(0)
kl: 17 , 17(0) ,34(0)
kl: 17 , 17(0) ,34(0)
kl: 17 , 17(0) ,34(0)
kl: 17 , 17(0) ,34(0)
kl: 17 , 17(0) ,34(0)
kl: 17 , 17(0) ,34(0)
kl: 17 , 17(0) ,34(0)
kl: 18 , 6(14) ,54(0)
kl: 18 , 6(15) ,54(0)
kl: 18 , 6(13) ,54(0)
kl: 18 , 6(15) ,54(0)
kl: 18 , 6(14) ,54(0)
kl: 18 , 6(14) ,54(0)
kl: 18 , 6(16) ,54(0)
kl: 18 , 6(12) ,54(0)
kl: 18 , 6(16) ,54(0)
kl: 18 , 6(15) ,54(0)
kl: 19 , 19(0) ,57(0)
kl: 19 , 19(0) ,57(0)
kl: 19 , 19(0) ,57(0)
kl: 19 , 19(0) ,57(0)
kl: 19 , 19(0) ,57(0)
kl: 19 , 19(0) ,57(0)
kl: 19 , 19(0) ,57(0)
kl: 19 , 19(0) ,57(0)
kl: 19 , 19(0) ,57(0)
kl: 19 , 19(0) ,57(0)
kl: 20 , 10(14) ,20(0)
kl: 20 , 10(14) ,20(0)
kl: 20 , 10(15) ,20(0)
kl: 20 , 10(12) ,20(0)
kl: 20 , 10(18) ,20(0)
kl: 20 , 10(14) ,20(0)
kl: 20 , 10(14) ,20(0)
kl: 20 , 10(15) ,20(0)
kl: 20 , 10(14) ,20(0)
kl: 20 , 10(16) ,20(0)
kl: 21 , 7(18) ,21(0)
kl: 21 , 7(14) ,21(0)
kl: 21 , 7(16) ,21(0)
kl: 21 , 7(16) ,21(0)
kl: 21 , 7(14) ,21(0)
kl: 21 , 7(17) ,21(0)
kl: 21 , 7(15) ,21(0)
kl: 21 , 7(15) ,21(0)
kl: 21 , 21(0) ,21(0)
kl: 21 , 21(0) ,21(0)
kl: 22 , 11(17) ,22(0)
kl: 22 , 11(16) ,22(0)
kl: 22 , 11(16) ,22(0)
kl: 22 , 11(18) ,22(0)
kl: 22 , 11(17) ,22(0)
kl: 22 , 11(15) ,22(0)
kl: 22 , 11(18) ,22(0)
kl: 22 , 11(18) ,22(0)
kl: 22 , 11(15) ,22(0)
kl: 22 , 11(16) ,22(0)
kl: 23 , 23(0) ,46(0)
kl: 23 , 23(0) ,46(0)
kl: 23 , 23(0) ,46(0)
kl: 23 , 23(0) ,46(0)
kl: 23 , 23(0) ,46(0)
kl: 23 , 23(0) ,46(0)
kl: 23 , 23(0) ,46(0)
kl: 23 , 23(0) ,46(0)
kl: 23 , 23(0) ,46(0)
kl: 23 , 23(0) ,46(0)
kl: 24 , 8(17) ,24(0)
kl: 24 , 8(18) ,24(0)
kl: 24 , 8(19) ,24(0)
kl: 24 , 8(20) ,24(0)
kl: 24 , 8(19) ,24(0)
kl: 24 , 6(20) ,24(0)
kl: 24 , 8(22) ,24(0)
kl: 24 , 6(23) ,24(0)
kl: 24 , 8(16) ,24(0)
kl: 24 , 6(19) ,24(0)
kl: 25 , 25(0) ,25(0)
kl: 25 , 25(0) ,25(0)
kl: 25 , 25(0) ,25(0)
kl: 25 , 5(20) ,25(0)
kl: 25 , 25(0) ,25(0)
kl: 25 , 25(0) ,25(0)
kl: 25 , 25(0) ,25(0)
kl: 25 , 25(0) ,25(0)
kl: 25 , 25(0) ,25(0)
kl: 25 , 25(0) ,25(0)
kl: 26 , 13(19) ,26(0)
kl: 26 , 13(16) ,26(0)
kl: 26 , 13(22) ,26(0)
kl: 26 , 13(17) ,26(0)
kl: 26 , 13(19) ,26(0)
kl: 26 , 13(20) ,26(0)
kl: 26 , 13(21) ,26(0)
kl: 26 , 13(15) ,26(0)
kl: 26 , 13(21) ,26(0)
kl: 26 , 13(17) ,26(0)
kl: 27 , 9(24) ,54(0)
kl: 27 , 9(20) ,54(0)
kl: 27 , 9(19) ,54(0)
kl: 27 , 9(21) ,54(0)
kl: 27 , 9(22) ,54(0)
kl: 27 , 9(24) ,54(0)
kl: 27 , 9(24) ,54(0)
kl: 27 , 9(24) ,54(0)
kl: 27 , 9(22) ,54(0)
kl: 27 , 9(21) ,54(0)
kl: 28 , 14(22) ,56(0)
kl: 28 , 14(19) ,56(0)
kl: 28 , 14(22) ,56(0)
kl: 28 , 14(17) ,56(0)
kl: 28 , 14(20) ,56(0)
kl: 28 , 7(22) ,56(0)
kl: 28 , 14(22) ,56(0)
kl: 28 , 14(15) ,56(0)
kl: 28 , 14(20) ,56(0)
kl: 28 , 7(18) ,56(0)
kl: 29 , 29(0) ,29(0)
kl: 29 , 29(0) ,29(0)
kl: 29 , 29(0) ,29(0)
kl: 29 , 29(0) ,29(0)
kl: 29 , 29(0) ,29(0)
kl: 29 , 29(0) ,29(0)
kl: 29 , 29(0) ,29(0)
kl: 29 , 29(0) ,29(0)
kl: 29 , 29(0) ,29(0)
kl: 29 , 29(0) ,29(0)
kl: 30 , 10(26) ,30(0)
kl: 30 , 10(24) ,30(0)
kl: 30 , 10(23) ,30(0)
kl: 30 , 10(27) ,30(0)
kl: 30 , 10(25) ,30(0)
kl: 30 , 10(22) ,30(0)
kl: 30 , 10(25) ,30(0)
kl: 30 , 10(19) ,30(0)
kl: 30 , 10(24) ,30(0)
kl: 30 , 10(23) ,30(0)
kl: 31 , 31(0) ,31(0)
kl: 31 , 31(0) ,31(0)
kl: 31 , 31(0) ,31(0)
kl: 31 , 31(0) ,31(0)
kl: 31 , 31(0) ,31(0)
kl: 31 , 31(0) ,31(0)
kl: 31 , 31(0) ,31(0)
kl: 31 , 31(0) ,31(0)
kl: 31 , 31(0) ,31(0)
kl: 31 , 31(0) ,31(0)
kl: 32 , 8(22) ,32(0)
kl: 32 , 8(27) ,32(0)
kl: 32 , 8(24) ,32(0)
kl: 32 , 8(28) ,32(0)
kl: 32 , 8(25) ,32(0)
kl: 32 , 8(27) ,32(0)
kl: 32 , 8(25) ,32(0)
kl: 32 , 8(24) ,32(0)
kl: 32 , 8(27) ,32(0)
kl: 32 , 8(29) ,32(0)
kl: 33 , 11(26) ,33(0)
kl: 33 , 11(30) ,33(0)
kl: 33 , 11(27) ,33(0)
kl: 33 , 11(25) ,33(0)
kl: 33 , 11(28) ,33(0)
kl: 33 , 11(29) ,33(0)
kl: 33 , 11(26) ,33(0)
kl: 33 , 11(26) ,33(0)
kl: 33 , 11(29) ,33(0)
kl: 33 , 11(23) ,33(0)
kl: 34 , 17(24) ,34(0)
kl: 34 , 17(24) ,34(0)
kl: 34 , 17(23) ,34(0)
kl: 34 , 17(24) ,34(0)
kl: 34 , 17(24) ,34(0)
kl: 34 , 17(27) ,34(0)
kl: 34 , 17(26) ,34(0)
kl: 34 , 17(26) ,34(0)
kl: 34 , 17(23) ,34(0)
kl: 34 , 17(27) ,34(0)
kl: 35 , 7(29) ,35(0)
kl: 35 , 7(31) ,35(0)
kl: 35 , 7(32) ,35(0)
kl: 35 , 7(30) ,35(0)
kl: 35 , 5(31) ,35(0)
kl: 35 , 7(30) ,35(0)
kl: 35 , 7(34) ,35(0)
kl: 35 , 7(30) ,35(0)
kl: 35 , 35(0) ,35(0)
kl: 35 , 7(31) ,35(0)
kl: 36 , 12(30) ,36(0)
kl: 36 , 12(27) ,36(0)
kl: 36 , 9(24) ,36(0)
kl: 36 , 12(26) ,36(0)
kl: 36 , 12(28) ,36(0)
kl: 36 , 12(28) ,36(0)
kl: 36 , 9(31) ,36(0)
kl: 36 , 12(27) ,36(0)
kl: 36 , 12(31) ,36(0)
kl: 36 , 12(30) ,36(0)
kl: 37 , 37(0) ,37(0)
kl: 37 , 37(0) ,37(0)
kl: 37 , 37(0) ,37(0)
kl: 37 , 37(0) ,37(0)
kl: 37 , 37(0) ,37(0)
kl: 37 , 37(0) ,37(0)
kl: 37 , 37(0) ,37(0)
kl: 37 , 37(0) ,37(0)
kl: 37 , 37(0) ,37(0)
kl: 37 , 37(0) ,37(0)
kl: 38 , 19(25) ,38(0)
kl: 38 , 19(26) ,38(0)
kl: 38 , 19(22) ,38(0)
kl: 38 , 19(26) ,38(0)
kl: 38 , 19(28) ,38(0)
kl: 38 , 19(28) ,38(0)
kl: 38 , 19(28) ,38(0)
kl: 38 , 19(27) ,38(0)
kl: 38 , 19(24) ,38(0)
kl: 38 , 19(27) ,38(0)
kl: 39 , 13(31) ,39(0)
kl: 39 , 13(36) ,39(0)
kl: 39 , 13(34) ,39(0)
kl: 39 , 13(29) ,39(0)
kl: 39 , 13(30) ,39(0)
kl: 39 , 13(34) ,39(0)
kl: 39 , 13(33) ,39(0)
kl: 39 , 13(31) ,39(0)
kl: 39 , 13(31) ,39(0)
kl: 39 , 13(31) ,39(0)
kl: 40 , 10(34) ,40(0)
kl: 40 , 10(35) ,40(0)
kl: 40 , 10(33) ,40(0)
kl: 40 , 10(35) ,40(0)
kl: 40 , 10(32) ,40(0)
kl: 40 , 10(36) ,40(0)
kl: 40 , 10(33) ,40(0)
kl: 40 , 8(37) ,40(0)
kl: 40 , 10(39) ,40(0)
kl: 40 , 10(33) ,40(0)
kl: 41 , 41(0) ,41(0)
kl: 41 , 41(0) ,41(0)
kl: 41 , 41(0) ,41(0)
kl: 41 , 41(0) ,41(0)
kl: 41 , 41(0) ,41(0)
kl: 41 , 41(0) ,41(0)
kl: 41 , 41(0) ,41(0)
kl: 41 , 41(0) ,41(0)
kl: 41 , 41(0) ,41(0)
kl: 41 , 41(0) ,41(0)
kl: 42 , 14(35) ,42(0)
kl: 42 , 14(33) ,42(0)
kl: 42 , 14(37) ,42(0)
kl: 42 , 14(35) ,42(0)
kl: 42 , 14(36) ,42(0)
kl: 42 , 14(34) ,42(0)
kl: 42 , 14(33) ,42(0)
kl: 42 , 14(32) ,42(0)
kl: 42 , 14(34) ,42(0)
kl: 42 , 14(29) ,42(0)
kl: 43 , 43(0) ,43(0)
kl: 43 , 43(0) ,43(0)
kl: 43 , 43(0) ,43(0)
kl: 43 , 43(0) ,43(0)
kl: 43 , 43(0) ,43(0)
kl: 43 , 43(0) ,43(0)
kl: 43 , 43(0) ,43(0)
kl: 43 , 43(0) ,43(0)
kl: 43 , 43(0) ,43(0)
kl: 43 , 43(0) ,43(0)
kl: 44 , 11(40) ,44(0)
kl: 44 , 11(36) ,44(0)
kl: 44 , 11(35) ,44(0)
kl: 44 , 11(40) ,44(0)
kl: 44 , 11(36) ,44(0)
kl: 44 , 11(38) ,44(0)
kl: 44 , 11(34) ,44(0)
kl: 44 , 22(33) ,44(0)
kl: 44 , 11(36) ,44(0)
kl: 44 , 11(38) ,44(0)
kl: 45 , 15(37) ,45(0)
kl: 45 , 15(36) ,45(0)
kl: 45 , 15(37) ,45(0)
kl: 45 , 15(35) ,45(0)
kl: 45 , 15(36) ,45(0)
kl: 45 , 15(40) ,45(0)
kl: 45 , 9(38) ,45(0)
kl: 45 , 15(35) ,45(0)
kl: 45 , 15(37) ,45(0)
kl: 45 , 15(32) ,45(0)
kl: 46 , 23(35) ,46(0)
kl: 46 , 23(34) ,46(0)
kl: 46 , 23(31) ,46(0)
kl: 46 , 23(34) ,46(0)
kl: 46 , 23(35) ,46(0)
kl: 46 , 23(31) ,46(0)
kl: 46 , 23(37) ,46(0)
kl: 46 , 23(38) ,46(0)
kl: 46 , 23(37) ,46(0)
kl: 46 , 23(32) ,46(0)
kl: 47 , 47(0) ,47(0)
kl: 47 , 47(0) ,47(0)
kl: 47 , 47(0) ,47(0)
kl: 47 , 47(0) ,47(0)
kl: 47 , 47(0) ,47(0)
kl: 47 , 47(0) ,47(0)
kl: 47 , 47(0) ,47(0)
kl: 47 , 47(0) ,47(0)
kl: 47 , 47(0) ,47(0)
kl: 47 , 47(0) ,47(0)
kl: 48 , 12(43) ,48(0)
kl: 48 , 12(46) ,48(0)
kl: 48 , 12(38) ,48(0)
kl: 48 , 12(41) ,48(0)
kl: 48 , 12(44) ,48(0)
kl: 48 , 12(43) ,48(0)
kl: 48 , 12(42) ,48(0)
kl: 48 , 12(42) ,48(0)
kl: 48 , 8(40) ,48(0)
kl: 48 , 12(35) ,48(0)
kl: 49 , 49(0) ,49(0)
kl: 49 , 49(0) ,49(0)
kl: 49 , 49(0) ,49(0)
kl: 49 , 49(0) ,49(0)
kl: 49 , 49(0) ,49(0)
kl: 49 , 49(0) ,49(0)
kl: 49 , 49(0) ,49(0)
kl: 49 , 42(40) ,49(0)
kl: 49 , 49(0) ,49(0)
kl: 49 , 49(0) ,49(0)
kl: 50 , 10(42) ,50(0)
kl: 50 , 10(46) ,50(0)
kl: 50 , 10(45) ,50(0)
kl: 50 , 10(46) ,50(0)
kl: 50 , 10(46) ,50(0)
kl: 50 , 10(42) ,50(0)
kl: 50 , 10(43) ,50(0)
kl: 50 , 10(43) ,50(0)
kl: 50 , 10(42) ,50(0)
kl: 50 , 10(41) ,50(0)
kl: 51 , 17(37) ,51(0)
kl: 51 , 17(39) ,51(0)
kl: 51 , 17(43) ,51(0)
kl: 51 , 17(42) ,51(0)
kl: 51 , 17(40) ,51(0)
kl: 51 , 17(42) ,51(0)
kl: 51 , 17(36) ,51(0)
kl: 51 , 17(38) ,51(0)
kl: 51 , 17(43) ,51(0)
kl: 51 , 17(40) ,51(0)
kl: 52 , 13(42) ,52(0)
kl: 52 , 13(42) ,52(0)
kl: 52 , 13(46) ,52(0)
kl: 52 , 13(45) ,52(0)
kl: 52 , 13(45) ,52(0)
kl: 52 , 13(47) ,52(0)
kl: 52 , 13(42) ,52(0)
kl: 52 , 13(43) ,52(0)
kl: 52 , 13(40) ,52(0)
kl: 52 , 13(44) ,52(0)
kl: 53 , 53(0) ,53(0)
kl: 53 , 53(0) ,53(0)
kl: 53 , 53(0) ,53(0)
kl: 53 , 53(0) ,53(0)
kl: 53 , 53(0) ,53(0)
kl: 53 , 53(0) ,53(0)
kl: 53 , 53(0) ,53(0)
kl: 53 , 53(0) ,53(0)
kl: 53 , 53(0) ,53(0)
kl: 53 , 53(0) ,53(0)
kl: 54 , 9(45) ,54(0)
kl: 54 , 18(43) ,54(0)
kl: 54 , 18(43) ,54(0)
kl: 54 , 18(46) ,54(0)
kl: 54 , 18(41) ,54(0)
kl: 54 , 18(47) ,54(0)
kl: 54 , 18(42) ,54(0)
kl: 54 , 18(45) ,54(0)
kl: 54 , 18(38) ,54(0)
kl: 54 , 18(42) ,54(0)
kl: 55 , 22(48) ,55(0)
kl: 55 , 55(0) ,55(0)
kl: 55 , 11(50) ,55(0)
kl: 55 , 22(50) ,55(0)
kl: 55 , 11(45) ,55(0)
kl: 55 , 22(47) ,55(0)
kl: 55 , 22(51) ,55(0)
kl: 55 , 22(51) ,55(0)
kl: 55 , 22(49) ,55(0)
kl: 55 , 22(49) ,55(0)
kl: 56 , 14(40) ,56(0)
kl: 56 , 14(39) ,56(0)
kl: 56 , 14(46) ,56(0)
kl: 56 , 14(49) ,56(0)
kl: 56 , 14(50) ,56(0)
kl: 56 , 14(44) ,56(0)
kl: 56 , 14(49) ,56(0)
kl: 56 , 14(50) ,56(0)
kl: 56 , 14(51) ,56(0)
kl: 56 , 14(48) ,56(0)
kl: 57 , 19(49) ,57(0)
kl: 57 , 19(46) ,57(0)
kl: 57 , 19(50) ,57(0)
kl: 57 , 19(50) ,57(0)
kl: 57 , 19(49) ,57(0)
kl: 57 , 19(44) ,57(0)
kl: 57 , 19(44) ,57(0)
kl: 57 , 19(48) ,57(0)
kl: 57 , 19(42) ,57(0)
kl: 57 , 19(41) ,57(0)
kl: 58 , 29(47) ,58(0)
kl: 58 , 29(41) ,58(0)
kl: 58 , 29(37) ,58(0)
kl: 58 , 29(39) ,58(0)
kl: 58 , 29(37) ,58(0)
kl: 58 , 29(42) ,58(0)
kl: 58 , 29(38) ,58(0)
kl: 58 , 29(41) ,58(0)
kl: 58 , 29(40) ,58(0)
kl: 58 , 29(43) ,58(0)
kl: 59 , 59(0) ,59(0)
kl: 59 , 59(0) ,59(0)
kl: 59 , 59(0) ,59(0)
kl: 59 , 59(0) ,59(0)
kl: 59 , 59(0) ,59(0)
kl: 59 , 59(0) ,59(0)
kl: 59 , 59(0) ,59(0)
kl: 59 , 59(0) ,59(0)
kl: 59 , 59(0) ,59(0)
kl: 59 , 59(0) ,59(0)
kl: 60 , 15(52) ,60(0)
kl: 60 , 15(48) ,60(0)
kl: 60 , 15(50) ,60(0)
kl: 60 , 15(50) ,60(0)
kl: 60 , 12(52) ,60(0)
kl: 60 , 15(51) ,60(0)
kl: 60 , 15(53) ,60(0)
kl: 60 , 15(53) ,60(0)
kl: 60 , 10(49) ,60(0)
kl: 60 , 12(45) ,60(0)

average letter accuracy: 44.44%
average length accuracy: 61.0%
['0%', '0%', '0%', '0%', '0%', '0%', '0%', '76.25%', '0%', '39.0%', '0%', '70.0%', '0%', '74.28%', '16.0%', '68.12%', '0%', '80.0%', '0%', '73.0%', '59.52%', '75.45%', '0%', '80.41%', '8.0%', '71.92%', '81.85%', '70.35%', '0%', '79.33%', '0%', '80.62%', '81.51%', '72.94%', '79.42%', '78.33%', '0%', '68.68%', '82.05%', '86.75%', '0%', '80.47%', '0%', '83.18%', '80.66%', '74.78%', '0%', '86.25%', '8.163%', '87.2%', '78.43%', '83.84%', '0%', '80.0%', '80.0%', '83.21%', '81.22%', '69.82%', '0%', '83.83%']

average letter accuracy: 100.0%
average length accuracy: 35.0%
['0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%', '0%']

[IOC]
The Modern Prometheus

[Finished in 328.9s]
