kl: 1 , 26(0) ,56(0)
kl: 30 , 10(27) ,30(5)
kl: 30 , 10(25) ,30(5)
kl: 30 , 10(22) ,30(5)
kl: 30 , 10(25) ,30(5)
kl: 31 , 31(6) ,31(6)
kl: 31 , 31(6) ,31(6)
kl: 31 , 31(6) ,31(6)
kl: 31 , 31(6) ,31(6)
kl: 31 , 31(6) ,31(6)
kl: 31 , 31(6) ,31(6)
kl: 31 , 31(6) ,31(6)
kl: 31 , 31(6) ,31(6)
kl: 31 , 31(6) ,31(6)
kl: 31 , 31(6) ,31(6)
kl: 32 , 8(24) ,32(4)
kl: 32 , 8(28) ,32(4)
kl: 32 , 8(28) ,32(4)
kl: 32 , 8(27) ,32(4)
kl: 32 , 8(29) ,32(4)
kl: 32 , 8(27) ,32(4)
kl: 32 , 8(27) ,32(4)
kl: 32 , 16(22) ,32(4)
kl: 32 , 8(26) ,32(4)
kl: 32 , 8(26) ,32(4)
kl: 33 , 11(30) ,33(5)
kl: 33 , 11(29) ,33(5)
kl: 33 , 11(25) ,33(5)
kl: 33 , 11(27) ,33(5)
kl: 33 , 11(24) ,33(5)
kl: 33 , 11(30) ,33(5)
kl: 33 , 11(30) ,33(5)
kl: 33 , 11(27) ,33(5)
kl: 33 , 11(23) ,33(5)
kl: 33 , 11(28) ,33(5)
kl: 34 , 17(26) ,34(5)
kl: 34 , 17(27) ,34(5)
kl: 34 , 17(26) ,34(5)
kl: 34 , 17(29) ,34(5)
kl: 34 , 17(24) ,34(5)
kl: 34 , 17(28) ,34(5)
kl: 34 , 17(25) ,34(5)
kl: 34 , 17(29) ,34(5)
kl: 34 , 17(20) ,34(5)
kl: 34 , 17(25) ,34(5)
kl: 35 , 7(29) ,35(11)
kl: 35 , 7(32) ,35(11)
kl: 35 , 7(31) ,35(11)
kl: 35 , 7(29) ,35(11)
kl: 35 , 7(30) ,35(11)
kl: 35 , 5(31) ,35(11)
kl: 35 , 7(31) ,35(11)
kl: 35 , 7(28) ,35(11)
kl: 35 , 7(30) ,35(11)
kl: 35 , 7(31) ,35(11)
kl: 36 , 12(29) ,36(5)
kl: 36 , 12(32) ,36(5)
kl: 36 , 12(27) ,36(5)
kl: 36 , 12(32) ,36(5)
kl: 36 , 9(26) ,36(5)
kl: 36 , 9(29) ,36(5)
kl: 36 , 9(27) ,36(5)
kl: 36 , 12(31) ,36(5)
kl: 36 , 9(33) ,36(5)
kl: 36 , 12(28) ,36(5)
kl: 37 , 37(5) ,37(5)
kl: 37 , 37(5) ,37(5)
kl: 37 , 37(5) ,37(5)
kl: 37 , 37(5) ,37(5)
kl: 37 , 37(5) ,37(5)
kl: 37 , 37(5) ,37(5)
kl: 37 , 37(5) ,37(5)
kl: 37 , 37(5) ,37(5)
kl: 37 , 37(5) ,37(5)
kl: 37 , 37(5) ,37(5)
kl: 38 , 19(31) ,38(4)
kl: 38 , 19(33) ,38(4)
kl: 38 , 19(35) ,38(4)
kl: 38 , 19(32) ,38(4)
kl: 38 , 19(28) ,38(4)
kl: 38 , 19(25) ,38(4)
kl: 38 , 19(28) ,38(4)
kl: 38 , 19(31) ,38(4)
kl: 38 , 19(28) ,38(4)
kl: 38 , 19(28) ,38(4)
kl: 39 , 13(30) ,39(5)
kl: 39 , 13(37) ,39(5)
kl: 39 , 13(33) ,39(5)
kl: 39 , 13(36) ,39(5)
kl: 39 , 13(28) ,39(5)
kl: 39 , 13(33) ,39(5)
kl: 39 , 13(27) ,39(5)
kl: 39 , 13(37) ,39(5)
kl: 39 , 13(34) ,39(5)
kl: 39 , 13(28) ,39(5)
kl: 40 , 8(35) ,40(6)
kl: 40 , 10(34) ,40(6)
kl: 40 , 10(35) ,40(6)
kl: 40 , 10(36) ,40(6)
kl: 40 , 10(37) ,40(6)
kl: 40 , 10(34) ,40(6)
kl: 40 , 10(30) ,40(6)
kl: 40 , 10(34) ,40(6)
kl: 40 , 10(31) ,40(6)
kl: 40 , 10(35) ,40(6)
kl: 41 , 41(5) ,41(5)
kl: 41 , 41(5) ,41(5)
kl: 41 , 41(5) ,41(5)
kl: 41 , 41(5) ,41(5)
kl: 41 , 41(5) ,41(5)
kl: 41 , 41(5) ,41(5)
kl: 41 , 41(5) ,41(5)
kl: 41 , 41(5) ,41(5)
kl: 41 , 41(5) ,41(5)
kl: 41 , 41(5) ,41(5)
kl: 42 , 14(35) ,42(7)
kl: 42 , 14(38) ,42(7)
kl: 42 , 14(39) ,42(7)
kl: 42 , 14(36) ,42(7)
kl: 42 , 14(36) ,42(7)
kl: 42 , 14(35) ,42(7)
kl: 42 , 14(37) ,42(7)
kl: 42 , 14(33) ,42(7)
kl: 42 , 14(34) ,42(7)
kl: 42 , 14(34) ,42(7)
kl: 43 , 43(5) ,43(5)
kl: 43 , 43(5) ,43(5)
kl: 43 , 43(5) ,43(5)
kl: 43 , 43(5) ,43(5)
kl: 43 , 43(5) ,43(5)
kl: 43 , 43(5) ,43(5)
kl: 43 , 43(5) ,43(5)
kl: 43 , 43(5) ,43(5)
kl: 43 , 43(5) ,43(5)
kl: 43 , 43(5) ,43(5)
kl: 44 , 11(40) ,44(9)
kl: 44 , 11(35) ,44(9)
kl: 44 , 11(39) ,44(9)
kl: 44 , 11(38) ,44(9)
kl: 44 , 11(39) ,44(9)
kl: 44 , 11(40) ,44(9)
kl: 44 , 11(37) ,44(9)
kl: 44 , 11(36) ,44(9)
kl: 44 , 22(36) ,44(9)
kl: 44 , 11(38) ,44(9)
kl: 45 , 15(39) ,45(8)
kl: 45 , 15(37) ,45(8)
kl: 45 , 15(35) ,45(8)
kl: 45 , 15(38) ,45(8)
kl: 45 , 15(39) ,45(8)
kl: 45 , 9(37) ,45(8)
kl: 45 , 9(45) ,45(8)
kl: 45 , 15(38) ,45(8)
kl: 45 , 15(39) ,45(8)
kl: 45 , 9(37) ,45(8)
kl: 46 , 23(34) ,46(7)
kl: 46 , 23(32) ,46(7)
kl: 46 , 23(40) ,46(7)
kl: 46 , 23(32) ,46(7)
kl: 46 , 23(28) ,46(7)
kl: 46 , 23(37) ,46(7)
kl: 46 , 23(31) ,46(7)
kl: 46 , 23(32) ,46(7)
kl: 46 , 23(33) ,46(7)
kl: 46 , 23(34) ,46(7)
kl: 47 , 47(7) ,47(7)
kl: 47 , 47(7) ,47(7)
kl: 47 , 47(7) ,47(7)
kl: 47 , 47(7) ,47(7)
kl: 47 , 47(7) ,47(7)
kl: 47 , 47(7) ,47(7)
kl: 47 , 47(7) ,47(7)
kl: 47 , 47(7) ,47(7)
kl: 47 , 47(7) ,47(7)
kl: 47 , 47(7) ,47(7)
kl: 48 , 12(40) ,48(8)
kl: 48 , 12(41) ,48(8)
kl: 48 , 12(45) ,48(8)
kl: 48 , 12(44) ,48(8)
kl: 48 , 12(45) ,48(8)
kl: 48 , 12(41) ,48(8)
kl: 48 , 12(42) ,48(8)
kl: 48 , 12(40) ,48(8)
kl: 48 , 12(39) ,48(8)
kl: 48 , 12(43) ,48(8)
kl: 49 , 49(11) ,49(11)
kl: 49 , 49(11) ,49(11)
kl: 49 , 49(11) ,49(11)
kl: 49 , 7(45) ,49(11)
kl: 49 , 49(11) ,49(11)
kl: 49 , 14(45) ,49(11)
kl: 49 , 49(11) ,49(11)
kl: 49 , 49(11) ,49(11)
kl: 49 , 7(41) ,49(11)
kl: 49 , 49(11) ,49(11)
kl: 50 , 10(45) ,50(8)
kl: 50 , 10(44) ,50(8)
kl: 50 , 10(43) ,50(8)
kl: 50 , 10(40) ,50(8)
kl: 50 , 10(44) ,50(8)
kl: 50 , 10(46) ,50(8)
kl: 50 , 10(43) ,50(8)
kl: 50 , 10(43) ,50(8)
kl: 50 , 10(44) ,50(8)
kl: 50 , 25(42) ,50(8)
kl: 51 , 17(42) ,51(15)
kl: 51 , 17(46) ,51(15)
kl: 51 , 17(47) ,51(15)
kl: 51 , 17(45) ,51(15)
kl: 51 , 17(46) ,51(15)
kl: 51 , 17(43) ,51(15)
kl: 51 , 17(46) ,51(15)
kl: 51 , 17(42) ,51(15)
kl: 51 , 17(40) ,51(15)
kl: 51 , 17(48) ,51(15)
kl: 52 , 13(46) ,52(10)
kl: 52 , 13(47) ,52(10)
kl: 52 , 13(43) ,52(10)
kl: 52 , 13(45) ,52(10)
kl: 52 , 13(50) ,52(10)
kl: 52 , 13(43) ,52(10)
kl: 52 , 13(44) ,52(10)
kl: 52 , 13(44) ,52(10)
kl: 52 , 13(48) ,52(10)
kl: 52 , 13(48) ,52(10)
kl: 53 , 53(13) ,53(13)
kl: 53 , 53(13) ,53(13)
kl: 53 , 53(13) ,53(13)
kl: 53 , 53(13) ,53(13)
kl: 53 , 53(13) ,53(13)
kl: 53 , 53(13) ,53(13)
kl: 53 , 53(13) ,53(13)
kl: 53 , 53(13) ,53(13)
kl: 53 , 53(13) ,53(13)
kl: 53 , 53(13) ,53(13)
kl: 54 , 18(49) ,54(17)
kl: 54 , 18(41) ,54(17)
kl: 54 , 18(45) ,54(17)
kl: 54 , 18(42) ,54(17)
kl: 54 , 18(45) ,54(17)
kl: 54 , 18(46) ,54(17)
kl: 54 , 18(45) ,54(17)
kl: 54 , 18(44) ,54(17)
kl: 54 , 18(49) ,54(17)
kl: 54 , 9(48) ,54(17)
kl: 55 , 22(49) ,55(16)
kl: 55 , 22(52) ,55(16)
kl: 55 , 11(49) ,55(16)
kl: 55 , 11(48) ,55(16)
kl: 55 , 22(48) ,55(16)
kl: 55 , 22(49) ,55(16)
kl: 55 , 11(50) ,55(16)
kl: 55 , 11(47) ,55(16)
kl: 55 , 22(50) ,55(16)
kl: 55 , 22(48) ,55(16)
kl: 56 , 14(49) ,56(20)
kl: 56 , 14(49) ,56(20)
kl: 56 , 14(51) ,56(20)
kl: 56 , 14(47) ,56(20)
kl: 56 , 14(51) ,56(20)
kl: 56 , 14(48) ,56(20)
kl: 56 , 14(49) ,56(20)
kl: 56 , 14(46) ,56(20)
kl: 56 , 14(52) ,56(20)
kl: 56 , 14(46) ,56(20)
kl: 57 , 19(47) ,57(15)
kl: 57 , 19(50) ,57(15)
kl: 57 , 19(49) ,57(15)
kl: 57 , 19(47) ,57(15)
kl: 57 , 19(46) ,57(15)
kl: 57 , 19(50) ,57(15)
kl: 57 , 19(46) ,57(15)
kl: 57 , 19(52) ,57(15)
kl: 57 , 19(51) ,57(15)
kl: 57 , 19(48) ,57(15)
kl: 58 , 29(48) ,58(15)
kl: 58 , 29(42) ,58(15)
kl: 58 , 29(43) ,58(15)
kl: 58 , 29(44) ,58(15)
kl: 58 , 29(39) ,58(15)
kl: 58 , 29(44) ,58(15)
kl: 58 , 29(47) ,58(15)
kl: 58 , 29(43) ,58(15)
kl: 58 , 29(42) ,58(15)
kl: 58 , 29(46) ,58(15)
kl: 59 , 59(12) ,59(12)
kl: 59 , 59(12) ,59(12)
kl: 59 , 59(12) ,59(12)
kl: 59 , 59(12) ,59(12)
kl: 59 , 59(12) ,59(12)
kl: 59 , 59(12) ,59(12)
kl: 59 , 59(12) ,59(12)
kl: 59 , 59(12) ,59(12)
kl: 59 , 59(12) ,59(12)
kl: 59 , 59(12) ,59(12)
kl: 60 , 12(47) ,60(19)
kl: 60 , 15(53) ,60(19)
kl: 60 , 15(51) ,60(19)
kl: 60 , 15(56) ,60(19)
kl: 60 , 15(52) ,60(19)
kl: 60 , 12(54) ,60(19)
kl: 60 , 15(47) ,60(19)
kl: 60 , 15(56) ,60(19)
kl: 60 , 12(49) ,60(19)
kl: 60 , 15(48) ,60(19)

average letter accuracy: 37.42%
average length accuracy: 62.16%
['0%', '0%', '0%', '25.0%', '0%', '0%', '0%', '75.0%', '6.666%', '40.0%', '0%', '76.66%', '7.692%', '62.14%', '12.0%', '69.37%', '5.882%', '80.0%', '5.263%', '76.0%', '84.76%', '74.54%', '0%', '82.5%', '30.4%', '78.84%', '81.48%', '77.85%', '10.34%', '80.66%', '19.35%', '82.5%', '82.72%', '76.17%', '86.28%', '81.66%', '13.51%', '78.68%', '82.82%', '85.25%', '12.19%', '85.0%', '11.62%', '85.90%', '85.33%', '72.39%', '14.89%', '87.5%', '42.44%', '86.8%', '87.25%', '88.07%', '24.52%', '84.07%', '89.09%', '87.14%', '85.26%', '75.51%', '20.33%', '85.5%']

average letter accuracy: 80.0%
average length accuracy: 38.33%
['0%', '0%', '0%', '25.0%', '20.0%', '16.66%', '14.28%', '25.0%', '11.11%', '20.0%', '36.36%', '8.333%', '23.07%', '21.42%', '20.0%', '0%', '35.29%', '11.11%', '26.31%', '20.0%', '19.04%', '22.72%', '0%', '8.333%', '8.0%', '19.23%', '29.62%', '32.14%', '10.34%', '16.66%', '19.35%', '12.5%', '15.15%', '14.70%', '31.42%', '13.88%', '13.51%', '10.52%', '12.82%', '15.0%', '12.19%', '16.66%', '11.62%', '20.45%', '17.77%', '15.21%', '14.89%', '16.66%', '22.44%', '16.0%', '29.41%', '19.23%', '24.52%', '31.48%', '29.09%', '35.71%', '26.31%', '25.86%', '20.33%', '31.66%']

[IOC]
The Lottery

[Finished in 15.2s]
