kl: 1 , 9(1) ,53(1)
kl: 9 , 9(7) ,54(6)
kl: 9 , 9(7) ,54(6)
kl: 9 , 9(7) ,54(6)
kl: 9 , 9(7) ,54(6)
kl: 9 , 9(7) ,54(6)
kl: 10 , 5(9) ,20(9)
kl: 10 , 10(7) ,20(9)
kl: 10 , 10(7) ,20(9)
kl: 10 , 5(9) ,20(9)
kl: 10 , 5(9) ,20(9)
kl: 10 , 10(7) ,20(9)
kl: 10 , 5(9) ,20(9)
kl: 10 , 5(10) ,20(9)
kl: 10 , 5(9) ,20(9)
kl: 10 , 10(7) ,20(9)
kl: 11 , 11(7) ,33(8)
kl: 11 , 11(7) ,33(8)
kl: 11 , 11(7) ,33(8)
kl: 11 , 11(7) ,33(8)
kl: 11 , 11(7) ,33(8)
kl: 11 , 11(7) ,33(8)
kl: 11 , 11(7) ,33(8)
kl: 11 , 11(7) ,33(8)
kl: 11 , 11(7) ,33(8)
kl: 11 , 11(7) ,33(8)
kl: 12 , 6(9) ,48(11)
kl: 12 , 6(9) ,48(11)
kl: 12 , 12(10) ,48(11)
kl: 12 , 4(10) ,48(11)
kl: 12 , 6(11) ,48(11)
kl: 12 , 6(11) ,48(11)
kl: 12 , 6(11) ,48(11)
kl: 12 , 6(10) ,48(11)
kl: 12 , 6(10) ,48(11)
kl: 12 , 12(10) ,48(11)
kl: 13 , 13(10) ,39(10)
kl: 13 , 13(10) ,39(10)
kl: 13 , 13(10) ,39(10)
kl: 13 , 13(10) ,39(10)
kl: 13 , 13(10) ,39(10)
kl: 13 , 13(10) ,39(10)
kl: 13 , 13(10) ,39(10)
kl: 13 , 13(10) ,39(10)
kl: 13 , 13(10) ,39(10)
kl: 13 , 13(10) ,39(10)
kl: 14 , 7(12) ,28(9)
kl: 14 , 7(13) ,28(9)
kl: 14 , 14(9) ,28(9)
kl: 14 , 14(9) ,28(9)
kl: 14 , 7(11) ,28(9)
kl: 14 , 7(11) ,28(9)
kl: 14 , 7(11) ,28(9)
kl: 14 , 7(11) ,28(9)
kl: 14 , 7(13) ,28(9)
kl: 14 , 7(12) ,28(9)
kl: 15 , 15(12) ,45(12)
kl: 15 , 3(12) ,45(12)
kl: 15 , 15(12) ,45(12)
kl: 15 , 15(12) ,45(12)
kl: 15 , 15(12) ,45(12)
kl: 15 , 5(15) ,45(12)
kl: 15 , 5(15) ,45(12)
kl: 15 , 15(12) ,45(12)
kl: 15 , 15(12) ,45(12)
kl: 15 , 15(12) ,45(12)
kl: 16 , 8(13) ,48(13)
kl: 16 , 8(11) ,48(13)
kl: 16 , 8(15) ,48(13)
kl: 16 , 8(15) ,48(13)
kl: 16 , 8(16) ,48(13)
kl: 16 , 8(14) ,48(13)
kl: 16 , 8(16) ,48(13)
kl: 16 , 8(12) ,48(13)
kl: 16 , 8(15) ,48(13)
kl: 16 , 8(14) ,48(13)
kl: 17 , 17(14) ,17(14)
kl: 17 , 17(14) ,17(14)
kl: 17 , 17(14) ,17(14)
kl: 17 , 17(14) ,17(14)
kl: 17 , 17(14) ,17(14)
kl: 17 , 17(14) ,17(14)
kl: 17 , 17(14) ,17(14)
kl: 17 , 17(14) ,17(14)
kl: 17 , 17(14) ,17(14)
kl: 17 , 17(14) ,17(14)
kl: 18 , 6(17) ,54(14)
kl: 18 , 9(16) ,54(14)
kl: 18 , 6(18) ,54(14)
kl: 18 , 12(17) ,54(14)
kl: 18 , 6(18) ,54(14)
kl: 18 , 6(17) ,54(14)
kl: 18 , 6(16) ,54(14)
kl: 18 , 9(15) ,54(14)
kl: 18 , 6(18) ,54(14)
kl: 18 , 6(15) ,54(14)
kl: 19 , 19(14) ,38(14)
kl: 19 , 19(14) ,38(14)
kl: 19 , 19(14) ,38(14)
kl: 19 , 19(14) ,38(14)
kl: 19 , 19(14) ,38(14)
kl: 19 , 19(14) ,38(14)
kl: 19 , 19(14) ,38(14)
kl: 19 , 19(14) ,38(14)
kl: 19 , 19(14) ,38(14)
kl: 19 , 19(14) ,38(14)
kl: 20 , 10(16) ,20(14)
kl: 20 , 10(19) ,20(14)
kl: 20 , 10(19) ,20(14)
kl: 20 , 10(19) ,20(14)
kl: 20 , 10(18) ,20(14)
kl: 20 , 10(17) ,20(14)
kl: 20 , 10(17) ,20(14)
kl: 20 , 10(18) ,20(14)
kl: 20 , 10(17) ,20(14)
kl: 20 , 10(19) ,20(14)
kl: 21 , 7(19) ,21(19)
kl: 21 , 7(19) ,21(19)
kl: 21 , 7(21) ,21(19)
kl: 21 , 7(20) ,21(19)
kl: 21 , 7(20) ,21(19)
kl: 21 , 7(20) ,21(19)
kl: 21 , 7(21) ,21(19)
kl: 21 , 21(19) ,21(19)
kl: 21 , 7(19) ,21(19)
kl: 21 , 7(19) ,21(19)
kl: 22 , 11(20) ,22(17)
kl: 22 , 11(22) ,22(17)
kl: 22 , 11(21) ,22(17)
kl: 22 , 11(20) ,22(17)
kl: 22 , 11(20) ,22(17)
kl: 22 , 11(21) ,22(17)
kl: 22 , 11(21) ,22(17)
kl: 22 , 11(19) ,22(17)
kl: 22 , 11(21) ,22(17)
kl: 22 , 11(22) ,22(17)
kl: 23 , 23(20) ,23(20)
kl: 23 , 23(20) ,23(20)
kl: 23 , 23(20) ,23(20)
kl: 23 , 23(20) ,23(20)
kl: 23 , 23(20) ,23(20)
kl: 23 , 23(20) ,23(20)
kl: 23 , 23(20) ,23(20)
kl: 23 , 23(20) ,23(20)
kl: 23 , 23(20) ,23(20)
kl: 23 , 23(20) ,23(20)
kl: 24 , 8(23) ,48(19)
kl: 24 , 8(21) ,48(19)
kl: 24 , 6(22) ,48(19)
kl: 24 , 6(22) ,48(19)
kl: 24 , 12(22) ,48(19)
kl: 24 , 6(21) ,48(19)
kl: 24 , 12(24) ,48(19)
kl: 24 , 8(24) ,48(19)
kl: 24 , 12(21) ,48(19)
kl: 24 , 6(23) ,48(19)
kl: 25 , 25(20) ,25(20)
kl: 25 , 25(20) ,25(20)
kl: 25 , 25(20) ,25(20)
kl: 25 , 5(23) ,25(20)
kl: 25 , 25(20) ,25(20)
kl: 25 , 5(24) ,25(20)
kl: 25 , 20(22) ,25(20)
kl: 25 , 25(20) ,25(20)
kl: 25 , 25(20) ,25(20)
kl: 25 , 5(24) ,25(20)
kl: 26 , 13(21) ,26(17)
kl: 26 , 13(26) ,26(17)
kl: 26 , 13(22) ,26(17)
kl: 26 , 13(23) ,26(17)
kl: 26 , 13(21) ,26(17)
kl: 26 , 13(25) ,26(17)
kl: 26 , 13(22) ,26(17)
kl: 26 , 13(21) ,26(17)
kl: 26 , 13(23) ,26(17)
kl: 26 , 13(23) ,26(17)
kl: 27 , 27(18) ,54(23)
kl: 27 , 9(27) ,54(23)
kl: 27 , 9(26) ,54(23)
kl: 27 , 9(26) ,54(23)
kl: 27 , 9(25) ,54(23)
kl: 27 , 9(26) ,54(23)
kl: 27 , 18(27) ,54(23)
kl: 27 , 9(27) ,54(23)
kl: 27 , 9(25) ,54(23)
kl: 27 , 18(26) ,54(23)
kl: 28 , 14(25) ,28(18)
kl: 28 , 14(24) ,28(18)
kl: 28 , 7(25) ,28(18)
kl: 28 , 14(27) ,28(18)
kl: 28 , 14(22) ,28(18)
kl: 28 , 14(24) ,28(18)
kl: 28 , 14(25) ,28(18)
kl: 28 , 14(25) ,28(18)
kl: 28 , 14(23) ,28(18)
kl: 28 , 14(27) ,28(18)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 29 , 29(24) ,29(24)
kl: 30 , 15(26) ,60(26)
kl: 30 , 10(27) ,60(26)
kl: 30 , 15(26) ,60(26)
kl: 30 , 10(27) ,60(26)
kl: 30 , 15(28) ,60(26)
kl: 30 , 15(26) ,60(26)
kl: 30 , 10(27) ,60(26)
kl: 30 , 10(26) ,60(26)
kl: 30 , 12(28) ,60(26)
kl: 30 , 10(27) ,60(26)
kl: 31 , 23(31) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 23(29) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 31 , 31(24) ,31(24)
kl: 32 , 16(29) ,32(24)
kl: 32 , 8(27) ,32(24)
kl: 32 , 8(31) ,32(24)
kl: 32 , 16(27) ,32(24)
kl: 32 , 16(27) ,32(24)
kl: 32 , 16(30) ,32(24)
kl: 32 , 16(29) ,32(24)
kl: 32 , 8(30) ,32(24)
kl: 32 , 8(28) ,32(24)
kl: 32 , 8(30) ,32(24)
kl: 33 , 11(31) ,33(27)
kl: 33 , 11(32) ,33(27)
kl: 33 , 11(30) ,33(27)
kl: 33 , 11(32) ,33(27)
kl: 33 , 11(29) ,33(27)
kl: 33 , 11(32) ,33(27)
kl: 33 , 18(30) ,33(27)
kl: 33 , 11(31) ,33(27)
kl: 33 , 11(32) ,33(27)
kl: 33 , 11(31) ,33(27)
kl: 34 , 17(30) ,34(27)
kl: 34 , 17(29) ,34(27)
kl: 34 , 17(31) ,34(27)
kl: 34 , 17(31) ,34(27)
kl: 34 , 17(31) ,34(27)
kl: 34 , 17(30) ,34(27)
kl: 34 , 17(31) ,34(27)
kl: 34 , 17(33) ,34(27)
kl: 34 , 17(33) ,34(27)
kl: 34 , 17(30) ,34(27)
kl: 35 , 7(31) ,35(30)
kl: 35 , 10(33) ,35(30)
kl: 35 , 26(29) ,35(30)
kl: 35 , 14(32) ,35(30)
kl: 35 , 7(33) ,35(30)
kl: 35 , 7(33) ,35(30)
kl: 35 , 14(33) ,35(30)
kl: 35 , 28(33) ,35(30)
kl: 35 , 30(34) ,35(30)
kl: 35 , 21(32) ,35(30)
kl: 36 , 9(33) ,36(28)
kl: 36 , 12(33) ,36(28)
kl: 36 , 12(35) ,36(28)
kl: 36 , 9(35) ,36(28)
kl: 36 , 12(32) ,36(28)
kl: 36 , 12(35) ,36(28)
kl: 36 , 12(35) ,36(28)
kl: 36 , 9(33) ,36(28)
kl: 36 , 6(35) ,36(28)
kl: 36 , 12(32) ,36(28)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 20(35) ,37(26)
kl: 37 , 25(35) ,37(26)
kl: 37 , 18(36) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 37(26) ,37(26)
kl: 37 , 35(35) ,37(26)
kl: 37 , 25(37) ,37(26)
kl: 37 , 31(37) ,37(26)
kl: 38 , 19(35) ,38(29)
kl: 38 , 19(37) ,38(29)
kl: 38 , 19(37) ,38(29)
kl: 38 , 19(36) ,38(29)
kl: 38 , 19(32) ,38(29)
kl: 38 , 19(30) ,38(29)
kl: 38 , 19(34) ,38(29)
kl: 38 , 19(32) ,38(29)
kl: 38 , 19(31) ,38(29)
kl: 38 , 19(37) ,38(29)
kl: 39 , 13(35) ,39(30)
kl: 39 , 13(35) ,39(30)
kl: 39 , 13(35) ,39(30)
kl: 39 , 13(34) ,39(30)
kl: 39 , 13(34) ,39(30)
kl: 39 , 13(35) ,39(30)
kl: 39 , 13(36) ,39(30)
kl: 39 , 9(38) ,39(30)
kl: 39 , 13(36) ,39(30)
kl: 39 , 13(34) ,39(30)
kl: 40 , 10(39) ,40(36)
kl: 40 , 20(37) ,40(36)
kl: 40 , 10(35) ,40(36)
kl: 40 , 10(37) ,40(36)
kl: 40 , 10(38) ,40(36)
kl: 40 , 20(36) ,40(36)
kl: 40 , 8(37) ,40(36)
kl: 40 , 10(38) ,40(36)
kl: 40 , 10(37) ,40(36)
kl: 40 , 10(38) ,40(36)
kl: 41 , 32(40) ,41(32)
kl: 41 , 37(40) ,41(32)
kl: 41 , 20(38) ,41(32)
kl: 41 , 37(38) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 36(41) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 41(32) ,41(32)
kl: 41 , 21(39) ,41(32)
kl: 42 , 14(37) ,42(34)
kl: 42 , 14(39) ,42(34)
kl: 42 , 14(37) ,42(34)
kl: 42 , 14(40) ,42(34)
kl: 42 , 14(37) ,42(34)
kl: 42 , 14(39) ,42(34)
kl: 42 , 14(38) ,42(34)
kl: 42 , 14(38) ,42(34)
kl: 42 , 14(34) ,42(34)
kl: 42 , 14(39) ,42(34)
kl: 43 , 17(42) ,43(37)
kl: 43 , 35(39) ,43(37)
kl: 43 , 30(42) ,43(37)
kl: 43 , 33(41) ,43(37)
kl: 43 , 23(42) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 35(40) ,43(37)
kl: 43 , 43(37) ,43(37)
kl: 43 , 34(42) ,43(37)
kl: 44 , 11(41) ,44(32)
kl: 44 , 11(42) ,44(32)
kl: 44 , 8(42) ,44(32)
kl: 44 , 11(41) ,44(32)
kl: 44 , 11(41) ,44(32)
kl: 44 , 11(39) ,44(32)
kl: 44 , 20(41) ,44(32)
kl: 44 , 4(43) ,44(32)
kl: 44 , 11(40) ,44(32)
kl: 44 , 11(41) ,44(32)
kl: 45 , 15(44) ,45(34)
kl: 45 , 15(43) ,45(34)
kl: 45 , 15(42) ,45(34)
kl: 45 , 15(41) ,45(34)
kl: 45 , 9(39) ,45(34)
kl: 45 , 15(40) ,45(34)
kl: 45 , 15(40) ,45(34)
kl: 45 , 9(42) ,45(34)
kl: 45 , 9(43) ,45(34)
kl: 45 , 9(43) ,45(34)
kl: 46 , 23(40) ,46(34)
kl: 46 , 20(44) ,46(34)
kl: 46 , 23(39) ,46(34)
kl: 46 , 23(39) ,46(34)
kl: 46 , 23(43) ,46(34)
kl: 46 , 23(41) ,46(34)
kl: 46 , 23(40) ,46(34)
kl: 46 , 23(40) ,46(34)
kl: 46 , 23(41) ,46(34)
kl: 46 , 23(41) ,46(34)
kl: 47 , 34(45) ,47(41)
kl: 47 , 26(45) ,47(41)
kl: 47 , 26(44) ,47(41)
kl: 47 , 28(47) ,47(41)
kl: 47 , 33(42) ,47(41)
kl: 47 , 39(45) ,47(41)
kl: 47 , 47(41) ,47(41)
kl: 47 , 33(44) ,47(41)
kl: 47 , 45(45) ,47(41)
kl: 47 , 10(45) ,47(41)
kl: 48 , 12(43) ,48(39)
kl: 48 , 12(46) ,48(39)
kl: 48 , 12(44) ,48(39)
kl: 48 , 16(46) ,48(39)
kl: 48 , 16(46) ,48(39)
kl: 48 , 12(44) ,48(39)
kl: 48 , 12(47) ,48(39)
kl: 48 , 16(45) ,48(39)
kl: 48 , 12(43) ,48(39)
kl: 48 , 16(45) ,48(39)
kl: 49 , 7(47) ,49(43)
kl: 49 , 45(47) ,49(43)
kl: 49 , 21(49) ,49(43)
kl: 49 , 25(46) ,49(43)
kl: 49 , 21(47) ,49(43)
kl: 49 , 14(44) ,49(43)
kl: 49 , 28(43) ,49(43)
kl: 49 , 14(43) ,49(43)
kl: 49 , 14(44) ,49(43)
kl: 49 , 38(49) ,49(43)
kl: 50 , 20(46) ,50(44)
kl: 50 , 10(47) ,50(44)
kl: 50 , 10(49) ,50(44)
kl: 50 , 20(48) ,50(44)
kl: 50 , 25(45) ,50(44)
kl: 50 , 20(48) ,50(44)
kl: 50 , 10(48) ,50(44)
kl: 50 , 10(49) ,50(44)
kl: 50 , 10(43) ,50(44)
kl: 50 , 10(47) ,50(44)
kl: 51 , 17(48) ,51(40)
kl: 51 , 17(47) ,51(40)
kl: 51 , 17(49) ,51(40)
kl: 51 , 17(47) ,51(40)
kl: 51 , 17(45) ,51(40)
kl: 51 , 17(45) ,51(40)
kl: 51 , 17(46) ,51(40)
kl: 51 , 17(48) ,51(40)
kl: 51 , 17(46) ,51(40)
kl: 51 , 17(50) ,51(40)
kl: 52 , 13(49) ,52(41)
kl: 52 , 13(46) ,52(41)
kl: 52 , 13(47) ,52(41)
kl: 52 , 10(51) ,52(41)
kl: 52 , 26(49) ,52(41)
kl: 52 , 13(49) ,52(41)
kl: 52 , 13(47) ,52(41)
kl: 52 , 13(50) ,52(41)
kl: 52 , 26(44) ,52(41)
kl: 52 , 26(45) ,52(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 45(49) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 53 , 40(52) ,53(41)
kl: 53 , 34(51) ,53(41)
kl: 53 , 51(50) ,53(41)
kl: 53 , 39(50) ,53(41)
kl: 53 , 53(41) ,53(41)
kl: 54 , 18(50) ,54(47)
kl: 54 , 9(48) ,54(47)
kl: 54 , 18(49) ,54(47)
kl: 54 , 18(52) ,54(47)
kl: 54 , 18(47) ,54(47)
kl: 54 , 18(51) ,54(47)
kl: 54 , 18(51) ,54(47)
kl: 54 , 18(45) ,54(47)
kl: 54 , 12(52) ,54(47)
kl: 54 , 18(50) ,54(47)
kl: 55 , 11(51) ,55(42)
kl: 55 , 35(52) ,55(42)
kl: 55 , 33(53) ,55(42)
kl: 55 , 11(52) ,55(42)
kl: 55 , 11(53) ,55(42)
kl: 55 , 11(51) ,55(42)
kl: 55 , 42(51) ,55(42)
kl: 55 , 20(52) ,55(42)
kl: 55 , 30(53) ,55(42)
kl: 55 , 11(52) ,55(42)
kl: 56 , 14(51) ,56(47)
kl: 56 , 14(56) ,56(47)
kl: 56 , 14(53) ,56(47)
kl: 56 , 28(51) ,56(47)
kl: 56 , 14(52) ,56(47)
kl: 56 , 14(49) ,56(47)
kl: 56 , 14(55) ,56(47)
kl: 56 , 14(51) ,56(47)
kl: 56 , 14(52) ,56(47)
kl: 56 , 28(50) ,56(47)
kl: 57 , 19(50) ,57(48)
kl: 57 , 19(52) ,57(48)
kl: 57 , 19(53) ,57(48)
kl: 57 , 19(53) ,57(48)
kl: 57 , 19(50) ,57(48)
kl: 57 , 19(53) ,57(48)
kl: 57 , 19(49) ,57(48)
kl: 57 , 19(53) ,57(48)
kl: 57 , 19(54) ,57(48)
kl: 57 , 19(54) ,57(48)
kl: 58 , 29(51) ,58(50)
kl: 58 , 29(54) ,58(50)
kl: 58 , 29(55) ,58(50)
kl: 58 , 29(52) ,58(50)
kl: 58 , 29(52) ,58(50)
kl: 58 , 29(55) ,58(50)
kl: 58 , 29(57) ,58(50)
kl: 58 , 29(53) ,58(50)
kl: 58 , 29(52) ,58(50)
kl: 58 , 14(55) ,58(50)
kl: 59 , 59(56) ,59(56)
kl: 59 , 48(54) ,59(56)
kl: 59 , 59(56) ,59(56)
kl: 59 , 54(54) ,59(56)
kl: 59 , 46(55) ,59(56)
kl: 59 , 40(54) ,59(56)
kl: 59 , 47(59) ,59(56)
kl: 59 , 52(57) ,59(56)
kl: 59 , 51(54) ,59(56)
kl: 59 , 38(58) ,59(56)
kl: 60 , 15(57) ,60(50)
kl: 60 , 12(59) ,60(50)
kl: 60 , 15(57) ,60(50)
kl: 60 , 10(55) ,60(50)
kl: 60 , 12(57) ,60(50)
kl: 60 , 15(55) ,60(50)
kl: 60 , 15(56) ,60(50)
kl: 60 , 15(58) ,60(50)
kl: 60 , 15(56) ,60(50)
kl: 60 , 12(57) ,60(50)

average letter accuracy: 9.781%
average length accuracy: 70.0%
['100.0%', '95.0%', '66.66%', '95.0%', '80.0%', '83.33%', '57.14%', '82.5%', '77.77%', '83.0%', '63.63%', '84.16%', '76.92%', '80.0%', '84.0%', '88.12%', '82.35%', '92.77%', '73.68%', '89.5%', '93.80%', '94.09%', '86.95%', '92.91%', '85.2%', '87.30%', '93.70%', '88.21%', '82.75%', '89.33%', '81.29%', '90.0%', '93.93%', '90.88%', '92.28%', '93.88%', '86.21%', '89.73%', '90.25%', '93.0%', '88.78%', '90.0%', '92.79%', '93.40%', '92.66%', '88.69%', '94.25%', '93.54%', '93.67%', '94.0%', '92.35%', '91.73%', '86.22%', '91.66%', '94.54%', '92.85%', '91.40%', '92.41%', '94.40%', '94.5%']

average letter accuracy: 19.17%
average length accuracy: 35.0%
['100.0%', '55.00%', '66.66%', '75.0%', '80.0%', '83.33%', '85.71%', '87.5%', '66.66%', '90.0%', '72.72%', '91.66%', '76.92%', '64.28%', '80.0%', '81.25%', '82.35%', '77.77%', '73.68%', '70.0%', '90.47%', '77.27%', '86.95%', '79.16%', '80.0%', '65.38%', '85.18%', '64.28%', '82.75%', '86.66%', '77.41%', '75.0%', '81.81%', '79.41%', '85.71%', '77.77%', '70.27%', '76.31%', '76.92%', '90.0%', '78.04%', '80.95%', '86.04%', '72.72%', '75.55%', '73.91%', '87.23%', '81.25%', '87.75%', '88.0%', '78.43%', '78.84%', '77.35%', '87.03%', '76.36%', '83.92%', '84.21%', '86.20%', '94.91%', '83.33%']

[IOC]
Do not go gentle into that good night

[Finished in 2.8s]
